Date,Campaign Name,Ad Set,Ad,Spend,CPM,Impressions,Clicks,Add to Cart,Add Payment Info,Purchase
"April 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$65.00,$6.09,"10,671",346,20,6,5
"April 22, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$96.00,$5.51,"17,438",349,17,6,5
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$67.00,$6.55,"10,235",328,19,7,5
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$62.00,$6.73,"9,217",251,8,3,3
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$88.00,$6.61,"13,309",383,18,6,4
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$94.00,$6.44,"14,591",705,33,11,8
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$70.00,$6.75,"10,369",570,21,5,4
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$86.00,$5.65,"15,230","1,005",52,16,10
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$74.00,$6.33,"11,691",126,6,2,1
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$91.00,$5.81,"15,653",507,17,7,5
"April 23, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$92.00,$6.38,"14,416",294,15,5,4
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$90.00,$6.23,"14,435",577,24,9,8
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$79.00,$5.28,"14,968",599,25,8,5
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$92.00,$6.30,"14,607",539,25,9,8
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$63.00,$5.62,"11,206",482,27,8,5
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$65.00,$7.00,"9,292",480,18,4,3
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$75.00,$5.14,"14,593",630,23,9,6
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$88.00,$5.55,"15,858",149,8,3,2
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$97.00,$6.33,"15,318",542,22,9,6
"April 24, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$90.00,$6.69,"13,453",188,10,3,2
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$95.00,$6.19,"15,357",753,30,8,6
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$73.00,$5.76,"12,665",344,19,7,5
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$87.00,$5.28,"16,488",534,21,8,6
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$84.00,$5.56,"15,098",904,36,10,7
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$70.00,$6.21,"11,265",669,32,9,6
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$84.00,$5.50,"15,284",972,45,13,10
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$100.00,$5.47,"18,285",139,5,2,1
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$64.00,$6.46,"9,913",321,10,3,2
"April 25, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$97.00,$6.29,"15,424",308,9,3,3
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$63.00,$5.57,"11,301",678,36,10,9
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$86.00,$6.58,"13,065",470,27,8,6
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$90.00,$5.82,"15,470",794,42,13,10
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$63.00,$5.37,"11,741",542,26,10,8
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$85.00,$6.28,"13,541",462,26,7,5
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$97.00,$6.61,"14,676",881,46,15,10
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$64.00,$6.88,"9,309",61,2,1,1
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$100.00,$6.10,"16,399",344,12,3,3
"April 26, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$91.00,$5.11,"17,796",335,11,4,3
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$77.00,$5.21,"14,765",768,28,11,9
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$69.00,$5.45,"12,656",496,18,7,6
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$66.00,$5.41,"12,197",351,17,7,6
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$79.00,$6.87,"11,495",664,20,7,5
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$62.00,$5.48,"11,318",448,27,9,6
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$80.00,$6.20,"12,901",712,36,14,10
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$67.00,$6.64,"10,083",93,5,1,1
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$63.00,$6.79,"9,278",289,9,3,2
"April 27, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$78.00,$5.96,"13,095",309,13,5,4
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$63.00,$6.25,"10,084",424,19,5,3
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$71.00,$6.34,"11,199",475,14,5,5
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$93.00,$5.98,"15,543",532,21,7,4
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$93.00,$5.27,"17,636",796,27,8,5
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$62.00,$6.50,"9,533",493,24,6,5
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$65.00,$5.98,"10,865",613,19,5,4
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$90.00,$5.52,"16,311",130,7,3,2
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$90.00,$5.66,"15,904",286,17,5,3
"April 28, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$71.00,$5.15,"13,787",182,8,2,2
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$91.00,$6.27,"14,516",465,15,6,4
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$68.00,$6.74,"10,082",298,13,4,4
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$97.00,$6.15,"15,780",611,21,7,6
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$62.00,$6.05,"10,255",366,21,6,5
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$79.00,$6.72,"11,760",699,33,11,8
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$99.00,$6.79,"14,591",945,57,22,19
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$71.00,$5.36,"13,239",119,7,2,2
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$76.00,$5.07,"14,992",441,14,5,3
"April 29, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$78.00,$5.68,"13,732",247,8,3,2
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$99.00,$6.29,"15,751",488,27,9,7
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$62.00,$5.09,"12,174",292,11,4,3
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$63.00,$6.64,"9,494",273,16,5,3
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$92.00,$5.08,"18,104",627,25,7,5
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$63.00,$6.83,"9,224",345,14,5,4
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$83.00,$6.08,"13,647",770,38,12,9
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$88.00,$5.91,"14,897",173,7,2,2
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$76.00,$6.45,"11,788",339,13,3,2
"April 30, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$75.00,$5.64,"13,309",282,16,6,4
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$82.00,$6.74,"12,158",401,13,4,3
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$74.00,$6.45,"11,481",514,21,8,7
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$83.00,$5.04,"16,484",623,36,9,6
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$91.00,$5.41,"16,833",530,31,10,8
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$98.00,$5.74,"17,074","1,071",56,16,12
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$69.00,$6.30,"10,951",421,13,3,3
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$72.00,$5.14,"13,997",109,6,2,2
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$83.00,$5.48,"15,141",309,13,5,3
"May 1, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$66.00,$6.59,"10,021",224,13,5,5
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$87.00,$5.81,"14,973",614,25,8,7
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$86.00,$5.91,"14,562",443,19,5,3
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$76.00,$6.65,"11,425",452,20,6,5
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$92.00,$5.78,"15,927",769,28,7,6
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$91.00,$6.59,"13,805",790,46,14,11
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$96.00,$6.14,"15,639","1,089",63,22,18
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$76.00,$6.27,"12,117",107,6,2,1
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$76.00,$5.07,"14,993",315,15,6,4
"May 2, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$80.00,$6.50,"12,314",207,12,5,4
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$68.00,$5.06,"13,426",497,16,6,5
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$89.00,$6.55,"13,580",511,21,6,6
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$71.00,$6.91,"10,281",315,15,5,4
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$81.00,$6.52,"12,421",639,33,10,9
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$88.00,$6.97,"12,618",708,21,5,5
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$93.00,$5.16,"18,008","1,210",44,12,10
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$83.00,$5.14,"16,136",155,6,2,1
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$86.00,$6.94,"12,394",297,16,6,5
"May 3, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$98.00,$5.14,"19,079",404,18,6,5
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$68.00,$6.51,"10,448",522,20,7,6
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$65.00,$6.54,"9,936",310,11,4,3
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$70.00,$6.14,"11,399",400,18,7,4
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$100.00,$6.54,"15,301",546,29,8,6
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$100.00,$5.33,"18,776","1,136",39,15,13
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$93.00,$5.70,"16,319","1,097",41,15,9
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$92.00,$5.96,"15,441",185,8,2,1
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$81.00,$6.24,"12,973",234,11,4,2
"May 4, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$68.00,$6.48,"10,491",138,8,2,2
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$66.00,$5.38,"12,275",565,27,11,7
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$100.00,$5.45,"18,340",514,23,6,4
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$90.00,$6.50,"13,855",599,31,8,7
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$96.00,$6.08,"15,793",696,26,7,5
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$81.00,$5.41,"14,976",725,39,11,9
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$96.00,$6.44,"14,898",894,41,12,10
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$99.00,$6.79,"14,586",137,4,1,1
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$64.00,$5.27,"12,149",423,22,6,5
"May 5, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$69.00,$5.63,"12,266",177,7,2,1
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$68.00,$5.27,"12,912",568,22,8,6
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$61.00,$6.55,"9,307",409,17,6,4
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$97.00,$6.39,"15,171",737,34,13,8
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$73.00,$5.50,"13,283",474,18,6,5
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$93.00,$5.52,"16,861",964,57,15,11
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$90.00,$5.26,"17,103","1,047",35,12,10
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$64.00,$6.34,"10,090",83,5,1,1
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$82.00,$5.43,"15,113",517,20,7,6
"May 6, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$66.00,$5.79,"11,408",146,5,1,1
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$67.00,$6.96,"9,630",289,16,4,3
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$65.00,$6.23,"10,429",350,13,5,4
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$68.00,$5.90,"11,528",353,20,8,7
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$64.00,$6.65,"9,620",535,30,9,7
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$99.00,$5.61,"17,652","1,010",54,19,17
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$70.00,$5.82,"12,033",794,34,10,7
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$68.00,$6.91,"9,847",87,4,1,1
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$79.00,$5.41,"14,605",394,22,5,4
"May 7, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$75.00,$6.80,"11,028",132,7,2,2
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$66.00,$6.24,"10,584",529,20,7,5
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$66.00,$5.35,"12,327",375,18,6,4
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$89.00,$6.30,"14,130",534,31,8,7
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$83.00,$5.60,"14,832",670,34,12,8
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$90.00,$5.99,"15,031",959,53,15,11
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$94.00,$5.40,"17,409","1,191",63,22,17
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$99.00,$6.26,"15,811",158,9,3,2
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$96.00,$5.63,"17,062",563,25,7,6
"May 8, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$83.00,$6.26,"13,260",244,7,2,2
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$71.00,$5.88,"12,065",627,25,9,8
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$93.00,$5.44,"17,101",739,35,14,10
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$77.00,$5.75,"13,401",687,32,12,11
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$97.00,$5.98,"16,211",715,21,8,5
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$81.00,$5.34,"15,180",902,39,14,9
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$66.00,$5.94,"11,107",653,39,10,8
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$96.00,$5.79,"16,574",196,7,3,3
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$75.00,$6.26,"11,982",381,17,6,5
"May 9, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$80.00,$6.20,"12,899",304,18,6,4
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$71.00,$5.65,"12,574",566,18,5,3
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$64.00,$5.29,"12,104",300,16,5,3
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$63.00,$6.01,"10,478",481,25,7,4
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$73.00,$5.28,"13,828",595,26,7,5
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$94.00,$7.00,"13,429",739,24,9,8
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$82.00,$5.14,"15,962","1,092",34,13,11
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$66.00,$5.02,"13,136",155,9,3,2
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$82.00,$5.52,"14,867",473,28,9,7
"May 10, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$75.00,$5.11,"14,673",311,11,4,3
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$79.00,$6.65,"11,884",511,20,6,4
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$80.00,$6.71,"11,929",344,18,5,4
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$73.00,$5.63,"12,963",665,33,10,8
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$91.00,$6.63,"13,734",779,27,8,7
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$64.00,$6.43,"9,959",504,29,8,5
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$91.00,$5.25,"17,318","1,039",58,22,16
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$98.00,$5.25,"18,655",194,10,3,2
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$95.00,$6.13,"15,507",512,25,9,8
"May 11, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$74.00,$6.98,"10,603",254,15,5,4
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$90.00,$6.06,"14,856",654,31,10,8
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$84.00,$5.50,"15,281",660,38,11,7
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$69.00,$5.08,"13,590",612,34,10,7
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$83.00,$5.08,"16,334","1,029",57,15,13
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$87.00,$5.49,"15,849",575,27,9,8
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$98.00,$5.19,"18,867","1,132",52,19,15
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$73.00,$6.56,"11,126",107,5,2,1
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$92.00,$6.22,"14,788",444,26,8,6
"May 12, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$83.00,$6.46,"12,843",241,9,3,3
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$60.00,$6.21,"9,669",464,25,9,6
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$65.00,$5.31,"12,236",441,17,5,4
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$95.00,$6.70,"14,178",715,36,13,10
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$70.00,$6.38,"10,970",564,30,10,8
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$98.00,$6.51,"15,060",646,26,8,5
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$77.00,$5.80,"13,280",478,21,8,5
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Animated,$68.00,$5.20,"13,087",131,6,2,1
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,$62.00,$6.35,"9,757",234,9,3,2
"May 13, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,$74.00,$6.00,"12,341",257,11,3,2
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - A,$96.00,$6.36,"15,099",695,25,10,6
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - B,$69.00,$5.86,"11,784",321,17,4,3
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Britney - UGC - C,$99.00,$5.82,"17,011",536,29,9,6
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,$87.00,$6.20,"14,023",515,16,4,3
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,$92.00,$6.65,"13,839",700,35,10,6
"May 14, 2024",2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,$91.00,$5.24,"17,364",813,37,9,6
